Title,Year,Type,Price,Engine type,Gearbox_type,Milage,City,Engine,Power
Ford Focus,2016,Sedanas,7300,Benzinas,Automatinė,158000,Plungė,2000,118
Ford Focus,2017,Hečbekas,7300,Dyzelinas,Automatinė,151000,Kaunas,1500,88
Ford Focus,2015,Hečbekas,7650,Dyzelinas,Mechaninė,107000,Marijampolė,1500,88
Ford Focus,2018,Hečbekas,7700,Benzinas,Automatinė,121976,Vilnius,2000,119
Ford Focus,2017,Hečbekas,7700,Benzinas,Mechaninė,94254,Tauragė,1000,92
Ford Focus,2016,Hečbekas,8150,Benzinas,Mechaninė,131000,Vilnius,1000,74
Ford Focus,2020,Universalas,8250,Dyzelinas,Automatinė,145662,Vilnius,1500,88
Ford Focus,2020,Universalas,8300,Dyzelinas,Mechaninė,143000,Tauragė,1500,70
Ford Focus,2019,Universalas,8400,Dyzelinas,Mechaninė,212800,Vilnius,1500,88
Ford Focus,2020,Universalas,8400,Dyzelinas,Mechaninė,209000,Vilnius,1500,88
Ford Focus,2020,Universalas,9500,Benzinas,Mechaninė,237685,Panevėžys,1000,92
Ford Focus,2020,Universalas,9800,Benzinas,Automatinė,142000,Šiauliai,1000,92
Ford Focus,2019,Visureigis / Krosoveris,9900,Dyzelinas,Mechaninė,190000,Tauragė,2000,110
Ford Focus,2018,Universalas,9990,Dyzelinas,Mechaninė,163000,Vilnius,1500,88
Ford Focus,2020,Visureigis / Krosoveris,10500,Dyzelinas,Automatinė,190000,Tauragė,2000,110
Ford Focus,2020,Universalas,10527,Dyzelinas,Automatinė,138670,Kaunas,1500,88
Ford Focus,2019,Visureigis / Krosoveris,11400,Dyzelinas,Automatinė,240000,Tauragė,1500,88
Ford Focus,2022,Universalas,11900,Benzinas / elektra,Automatinė,165000,Tauragė,1000,92
Ford Focus,2021,Universalas,12200,Dyzelinas,Mechaninė,184000,Vilnius,1500,88
Ford Focus,2019,Hečbekas,12299,Benzinas,Automatinė,88728,Tauragė,1000,92
Ford Focus,2021,Universalas,12990,Benzinas,Mechaninė,26000,Vilnius,1000,92
Ford Focus,2019,Hečbekas,14100,Benzinas,Automatinė,93000,Kaunas,1000,92
Ford Focus,2007,Sedanas,404,Benzinas,Mechaninė,12345,Trakai,1600,85
Ford Focus,2006,Hečbekas,500,Benzinas,Mechaninė,291918,Vilnius,1600,85
Ford Focus,2004,Hečbekas,500,Dyzelinas,Mechaninė,310000,Panevėžys,1800,66
Ford Focus,1999,Hečbekas,530,Benzinas,Mechaninė,214000,Rokiškis,1800,85
Ford Focus,1999,Sedanas,600,Dyzelinas,Mechaninė,280000,Šiauliai,1800,66
Ford Focus,2009,Sedanas,650,Dyzelinas,Mechaninė,248000,Vilnius,1600,80
Ford Focus,2001,Hečbekas,700,Dyzelinas,Mechaninė,340000,Rokiškis,1800,85
Ford Focus,2004,Hečbekas,750,Dyzelinas,Mechaninė,285000,Kalvarija,1800,74
Ford Focus,2007,Universalas,795,Dyzelinas,Mechaninė,282000,Kaunas,1600,80
Ford Focus,2001,Hečbekas,820,Dyzelinas,Mechaninė,317101,Vilnius,1800,66
Ford Focus,2006,Universalas,870,Dyzelinas,Mechaninė,520000,Vilnius,1600,66
Ford Focus,2008,Hečbekas,900,Dyzelinas,Mechaninė,260000,Panevėžys,1600,66
Ford Focus,2001,Hečbekas,940,Dyzelinas,Mechaninė,394854,Šiauliai,1800,66
Ford Focus,2008,Hečbekas,1000,Dyzelinas,Mechaninė,330000,Panevėžys,2000,92
Ford Focus,2007,Universalas,1000,Dyzelinas,Mechaninė,350000,Vilnius,1800,85
Ford Focus,2005,Hečbekas,1000,Dyzelinas,Mechaninė,260479,Vilkaviškis,1600,80
Ford Focus,2003,Sedanas,1000,Benzinas,Automatinė,174487,Kaunas,2000,96
Ford Focus,2005,Hečbekas,1100,Dyzelinas,Mechaninė,200000,Panevėžys,1600,80
Ford Focus,2005,Universalas,1299,Benzinas,Automatinė,199000,Šiauliai,1600,74
Ford Focus,2011,Hečbekas,1500,Dyzelinas,Mechaninė,402000,Klaipėda,1600,80
Ford Focus,2006,Hečbekas,1500,Dyzelinas,Mechaninė,236906,Klaipėda,1600,66
Ford Focus,2005,Universalas,1500,Dyzelinas,Mechaninė,307850,Kuršėnai,1600,80
Ford Focus,2005,Hečbekas,1650,Benzinas,Mechaninė,265000,Šilalė,1600,74
Ford Focus,2008,Universalas,1700,Dyzelinas,Mechaninė,300000,Šiauliai,1600,66
Ford Focus,2009,Hečbekas,1800,Benzinas,Mechaninė,221214,Klaipėda,1600,74
Ford Focus,2008,Universalas,1999,Dyzelinas,Mechaninė,304000,Plungė,1600,80
Ford Focus,2006,Hečbekas,1999,Dyzelinas,Mechaninė,285000,Klaipėda,1600,66
Ford Focus,2007,Hečbekas,2000,Benzinas,Mechaninė,155270,Skuodas,1400,59
Ford Focus,2010,Universalas,2050,Dyzelinas,Mechaninė,300000,Vilnius,1600,66
Ford Focus,2010,Universalas,2100,Dyzelinas,Mechaninė,364272,Plungė,1600,80
Ford Focus,2009,Universalas,2100,Dyzelinas,Mechaninė,299208,Plungė,1600,80
Ford Focus,2010,Universalas,2300,Dyzelinas,Mechaninė,335000,Tauragė,1600,66
Ford Focus,2007,Kabrioletas,2300,Dyzelinas,Mechaninė,351000,Visaginas,2000,100
Ford Focus,2006,Sedanas,2450,Benzinas,Mechaninė,85800,Kaunas,1600,74
Ford Focus,2008,Hečbekas,2500,Benzinas,Mechaninė,168000,Vilnius,1600,74
Ford Focus,2009,Universalas,2600,Dyzelinas,Mechaninė,272485,Kaunas,1800,85
Ford Focus,2008,Hečbekas,2650,Benzinas,Mechaninė,182000,Marijampolė,1600,74
Ford Focus,2010,Hečbekas,2990,Benzinas,Mechaninė,250000,Vilnius,1600,74
Ford Focus,2012,Universalas,3000,Dyzelinas,Mechaninė,260000,Kaunas,1600,70
Ford Focus,2013,Universalas,3222,Benzinas,Mechaninė,221000,Biržai,1000,74
Ford Focus,2008,Universalas,3250,Dyzelinas,Mechaninė,205713,Alytus,2000,100
Ford Focus,2011,Universalas,3300,Dyzelinas,Automatinė,267354,Panevėžys,2000,103
Ford Focus,2012,Universalas,3300,Dyzelinas,Mechaninė,350000,Panevėžys,1600,70
Ford Focus,2011,Hečbekas,3500,Dyzelinas,Mechaninė,251000,Alytus,1600,85
Ford Focus,2014,Universalas,3799,Dyzelinas,Mechaninė,338000,Kėdainiai,1600,85
Ford Focus,2013,Universalas,3800,Dyzelinas,Mechaninė,390000,Kaunas,1600,70
Ford Focus,2011,Universalas,3900,Dyzelinas,Mechaninė,246000,Kaunas,1600,70
Ford Focus,2011,Universalas,3900,Benzinas,Mechaninė,176000,Marijampolė,1600,77
Ford Focus,2014,Universalas,3901,Dyzelinas,Mechaninė,276061,Telšiai,1600,70
Ford Focus,2013,Hečbekas,3950,Benzinas,Mechaninė,81000,Vilnius,1000,92
Ford Focus,2014,Universalas,3999,Dyzelinas,Mechaninė,252750,Vilnius,1600,85
Ford Focus,2012,Universalas,3999,Dyzelinas,Automatinė,274000,Klaipėda,2000,85
Ford Focus,2012,Hečbekas,4000,Benzinas,Mechaninė,136000,Vilnius,1000,74
Ford Focus,2009,Kabrioletas,4150,Dyzelinas,Mechaninė,223000,Tauragė,2000,100
Ford Focus,2014,Universalas,4499,Dyzelinas,Mechaninė,243586,Marijampolė,1600,85
Ford Focus,2013,Universalas,4500,Benzinas,Mechaninė,159611,Kaunas,1000,74
Ford Focus,2014,Hečbekas,4550,Dyzelinas,Mechaninė,216400,Šiauliai,1600,85
Ford Focus,2016,Universalas,4990,Benzinas,Mechaninė,145000,Klaipėda,1000,92
Ford Focus,2014,Hečbekas,5200,Benzinas,Automatinė,231171,Molėtai,2000,118
Ford Focus,2012,Hečbekas,5300,Benzinas,Mechaninė,143500,Plungė,1000,92
Ford Focus,2016,Universalas,5399,Benzinas,Mechaninė,155000,Kaunas,1000,74
Ford Focus,2015,Hečbekas,5400,Dyzelinas,Mechaninė,202000,Vilnius,1600,70
Ford Focus,2016,Hečbekas,5500,Benzinas,Mechaninė,200000,Plungė,1000,92
Ford Focus,2012,Sedanas,5600,Benzinas,Automatinė,199000,Plungė,2000,119
Ford Focus,2014,Universalas,5650,Dyzelinas,Automatinė,176000,Vilkaviškis,2000,110
Ford Focus,2015,Universalas,5700,Benzinas,Mechaninė,116000,Vilnius,1000,74
Ford Focus,2015,Sedanas,5700,Benzinas,Automatinė,155500,Kaunas,2000,118
Ford Focus,2016,Universalas,5750,Dyzelinas,Mechaninė,211000,Klaipėda,1500,70
Ford Focus,2015,Hečbekas,5800,Dyzelinas,Mechaninė,337000,Panevėžys,1600,70
Ford Focus,2012,Universalas,5850,Benzinas,Mechaninė,120000,Kaunas,1600,110
Ford Focus,2018,Universalas,5950,Dyzelinas,Mechaninė,186000,Kaunas,1500,88
Ford Focus,2014,Hečbekas,6100,Benzinas,Mechaninė,164000,Tauragė,1000,92
Ford Focus,2016,Universalas,6300,Benzinas,Mechaninė,91000,Vilnius,1000,9
Ford Focus,2016,Universalas,6300,Benzinas,Mechaninė,154000,Skaudvilė,1000,74
Ford Focus,2017,Hečbekas,6399,Benzinas,Mechaninė,162532,Kaunas,1000,74
Ford Focus,2017,Sedanas,6400,Benzinas,Automatinė,130000,Vilnius,2000,119
Ford Focus,2017,Universalas,6400,Dyzelinas,Mechaninė,239000,Alytus,1500,88
Ford Focus,2015,Universalas,6550,Dyzelinas,Automatinė,140000,Marijampolė,2000,110
Ford Focus,2017,Universalas,6700,Benzinas,Mechaninė,136733,Vilnius,1000,92
Ford Focus,2018,Hečbekas,6850,Benzinas,Mechaninė,129000,Vilnius,1000,92
Ford Focus,2016,Hečbekas,6900,Benzinas,Automatinė,144000,Vilnius,2000,119
Ford Focus,2016,Sedanas,7000,Benzinas,Automatinė,73000,Klaipėda,2000,118
Ford Focus,2016,Hečbekas,7700,Benzinas,Automatinė,117000,Vilnius,2000,119
Ford Focus,2018,Hečbekas,8350,Benzinas,Automatinė,137388,Vilnius,1000,92
Ford Focus,2018,Hečbekas,8400,Benzinas,Mechaninė,80000,Vilnius,1000,92
Ford Focus,2018,Hečbekas,8410,Dyzelinas,Mechaninė,205696,Vilnius,1500,88
Ford Focus,2019,Universalas,8999,Dyzelinas,Automatinė,199999,Vilnius,2000,110
Ford Focus,2021,Universalas,9700,Dyzelinas,Automatinė,167900,Kaunas,1500,88
Ford Focus,2019,Hečbekas,10500,Benzinas,Mechaninė,65500,Klaipėda,1000,74
Ford Focus,2020,Universalas,10872,Dyzelinas,Automatinė,67000,Marijampolė,1500,88
Ford Focus,2019,Universalas,14500,Benzinas,Automatinė,34000,Klaipėda,1000,92
Ford Focus,2022,Hečbekas,21700,Benzinas / elektra,Automatinė,28000,Vilnius,1000,92
