Title,Year,Type,Price,Engine type,Gearbox_type,Milage,City,Engine,Power
Skoda Octavia,2013,Universalas,5350.0,Dyzelinas,Mechaninė,210000,Utena,2000,81
Skoda Octavia,2012,Universalas,5500.0,Dyzelinas,Mechaninė,289022,Kupiškis,1600,77
Skoda Octavia,2014,Universalas,5500.0,Dyzelinas,Mechaninė,352000,Šiauliai,1600,81
Skoda Octavia,2012,Universalas,5600.0,Dyzelinas,Mechaninė,294061,Panevėžys,2000,103
Skoda Octavia,2014,Sedanas,5900.0,Benzinas,Mechaninė,225900,Ukmergė,1200,77
Skoda Octavia,2010,Universalas,5950.0,Dyzelinas,Mechaninė,275000,Ukmergė,2000,125
Skoda Octavia,2014,Universalas,5999.0,Benzinas,Mechaninė,226000,Šiauliai,2000,162
Skoda Octavia,2014,Hečbekas,6100.0,Dyzelinas,Mechaninė,276767,Vilnius,1600,77
Skoda Octavia,2017,Hečbekas,6200.0,Dyzelinas,Mechaninė,211000,Tauragė,1600,66
Skoda Octavia,2012,Universalas,6200.0,Dyzelinas,Mechaninė,175500,Molėtai,1600,77
Skoda Octavia,2013,Universalas,6300.0,Dyzelinas,Mechaninė,244000,Alytus,1600,77
Skoda Octavia,2017,Hečbekas,6500.0,Dyzelinas,Automatinė,218000,Tauragė,1600,85
Skoda Octavia,2016,Universalas,6500.0,Dyzelinas,Automatinė,204700,Klaipėda,1600,81
Skoda Octavia,2014,Hečbekas,6600.0,Dyzelinas,Automatinė,223000,Vilnius,1600,77
Skoda Octavia,2017,Universalas,6600.0,Dyzelinas,Mechaninė,260000,Panevėžys,1600,85
Skoda Octavia,2013,Hečbekas,6700.0,Dyzelinas,Mechaninė,186000,Ukmergė,2000,103
Skoda Octavia,2016,Universalas,6700.0,Dyzelinas,Mechaninė,240000,Panevėžys,1600,77
Skoda Octavia,2018,Universalas,6750.0,Benzinas / dujos,Automatinė,550000,Kaunas,1400,81
Skoda Octavia,2014,Universalas,6899.0,Dyzelinas,Automatinė,260000,Vilnius,1600,77
