Title,Year,Type,Price,Engine type,Gearbox_type,Power_unit,Milage,City
Opel Astra,['2011-03'],Hečbekas,3450,Dyzelinas,Mechaninė,"1.3 l.,         70  kW",323000,Šiauliai
Opel Astra,['2011-05'],Hečbekas,3599,Dyzelinas,Mechaninė,"1.7 l.,         92  kW",207456,Kaunas
Opel Astra,['2010-10'],Hečbekas,3650,Benzinas,Mechaninė,"1.6 l.,         85  kW",99885,Marijampolė
Opel Astra,['2011-08'],Universalas,3700,Benzinas,Mechaninė,"1.4 l.,         103  kW",204000,Kaunas
Opel Astra,['2011'],Universalas,3700,Dyzelinas,Mechaninė,"2.0 l.,",240000,Tauragė
Opel Astra,['2010-11'],Hečbekas,3750,Benzinas,Mechaninė,"1.4 l.,         103  kW",150000,Kaunas
Opel Astra,['2011-07'],Universalas,3800,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",202000,Šiauliai
Opel Astra,['2012'],Hečbekas,3800,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",168565,Kaunas
Opel Astra,['2013-09'],Hečbekas,3800,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",276000,Kuršėnai
Opel Astra,['2012-06'],Universalas,3850,Dyzelinas,Mechaninė,"1.7 l.,         92  kW",284000,Šiauliai
Opel Astra,['2008-04'],Kabrioletas,3900,Dyzelinas,Mechaninė,"1.9 l.,         110  kW",256666,Kaunas
Opel Astra,['2012-06'],Universalas,3900,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",193000,Šiauliai
